soc_code,soc_code_onet,occ_title,task_id,skill,skill_requirement_pre,skill_requirement_post_genai
25-20,25-2053.00,"Special Education Teachers, Middle School",6767,math,4.0,2.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6767,social,4.25,3.25
25-20,25-2053.00,"Special Education Teachers, Middle School",6767,technical,3.1666666666666665,2.25
25-20,25-2053.00,"Special Education Teachers, Middle School",6767,verbal,4.333333333333333,3.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6768,manual,1.75,1.5
25-20,25-2053.00,"Special Education Teachers, Middle School",6768,math,3.0,2.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6768,social,4.625,3.625
25-20,25-2053.00,"Special Education Teachers, Middle School",6768,technical,3.5,2.3333333333333335
25-20,25-2053.00,"Special Education Teachers, Middle School",6768,verbal,5.0,3.3333333333333335
25-20,25-2053.00,"Special Education Teachers, Middle School",6769,manual,3.25,2.25
25-20,25-2053.00,"Special Education Teachers, Middle School",6769,math,3.0,2.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6769,social,4.0,3.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6769,technical,3.1666666666666665,2.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6769,verbal,4.333333333333333,3.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6770,manual,2.0,1.25
25-20,25-2053.00,"Special Education Teachers, Middle School",6770,math,3.0,2.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6770,social,3.0,2.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6770,technical,2.0833333333333335,1.5833333333333333
25-20,25-2053.00,"Special Education Teachers, Middle School",6770,verbal,3.0,2.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6771,manual,3.5,2.5
25-20,25-2053.00,"Special Education Teachers, Middle School",6771,math,3.0,2.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6771,social,3.875,3.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6771,technical,3.3333333333333335,2.25
25-20,25-2053.00,"Special Education Teachers, Middle School",6771,verbal,4.666666666666667,3.3333333333333335
25-20,25-2053.00,"Special Education Teachers, Middle School",6772,manual,1.75,1.5
25-20,25-2053.00,"Special Education Teachers, Middle School",6772,math,2.0,1.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6772,social,3.625,2.625
25-20,25-2053.00,"Special Education Teachers, Middle School",6772,technical,2.4166666666666665,1.9166666666666667
25-20,25-2053.00,"Special Education Teachers, Middle School",6772,verbal,4.666666666666667,3.6666666666666665
25-20,25-2053.00,"Special Education Teachers, Middle School",6773,manual,2.75,2.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6773,math,3.0,2.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6773,social,4.5,3.375
25-20,25-2053.00,"Special Education Teachers, Middle School",6773,technical,3.3333333333333335,2.3333333333333335
25-20,25-2053.00,"Special Education Teachers, Middle School",6773,verbal,4.666666666666667,3.3333333333333335
25-20,25-2053.00,"Special Education Teachers, Middle School",6774,manual,1.75,1.25
25-20,25-2053.00,"Special Education Teachers, Middle School",6774,math,2.0,1.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6774,social,3.375,2.375
25-20,25-2053.00,"Special Education Teachers, Middle School",6774,technical,2.1666666666666665,1.5
25-20,25-2053.00,"Special Education Teachers, Middle School",6774,verbal,3.6666666666666665,2.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6775,manual,1.5,1.25
25-20,25-2053.00,"Special Education Teachers, Middle School",6775,math,2.0,1.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6775,social,3.625,2.625
25-20,25-2053.00,"Special Education Teachers, Middle School",6775,technical,1.9166666666666667,1.6666666666666667
25-20,25-2053.00,"Special Education Teachers, Middle School",6775,verbal,4.333333333333333,3.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6776,manual,2.5,1.5
25-20,25-2053.00,"Special Education Teachers, Middle School",6776,math,4.0,3.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6776,social,5.0,4.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6776,technical,3.8333333333333335,2.6666666666666665
25-20,25-2053.00,"Special Education Teachers, Middle School",6776,verbal,5.0,3.6666666666666665
25-20,25-2053.00,"Special Education Teachers, Middle School",6777,manual,2.75,1.75
25-20,25-2053.00,"Special Education Teachers, Middle School",6777,math,4.0,2.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6777,social,4.125,3.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6777,technical,3.25,2.1666666666666665
25-20,25-2053.00,"Special Education Teachers, Middle School",6777,verbal,3.6666666666666665,2.6666666666666665
25-20,25-2053.00,"Special Education Teachers, Middle School",6778,manual,2.75,1.75
25-20,25-2053.00,"Special Education Teachers, Middle School",6778,math,4.0,2.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6778,social,4.5,3.5
25-20,25-2053.00,"Special Education Teachers, Middle School",6778,technical,3.3333333333333335,2.5
25-20,25-2053.00,"Special Education Teachers, Middle School",6778,verbal,5.0,3.3333333333333335
25-20,25-2053.00,"Special Education Teachers, Middle School",6779,manual,3.75,2.75
25-20,25-2053.00,"Special Education Teachers, Middle School",6779,math,3.0,2.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6779,social,4.5,3.25
25-20,25-2053.00,"Special Education Teachers, Middle School",6779,technical,3.9166666666666665,3.0833333333333335
25-20,25-2053.00,"Special Education Teachers, Middle School",6779,verbal,5.0,3.3333333333333335
25-20,25-2053.00,"Special Education Teachers, Middle School",6780,manual,4.0,2.75
25-20,25-2053.00,"Special Education Teachers, Middle School",6780,math,3.0,2.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6780,social,4.625,3.5
25-20,25-2053.00,"Special Education Teachers, Middle School",6780,technical,3.8333333333333335,2.5833333333333335
25-20,25-2053.00,"Special Education Teachers, Middle School",6780,verbal,4.333333333333333,3.3333333333333335
25-20,25-2053.00,"Special Education Teachers, Middle School",6781,manual,3.25,2.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6781,math,4.0,2.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6781,social,4.25,3.25
25-20,25-2053.00,"Special Education Teachers, Middle School",6781,technical,3.6666666666666665,2.5833333333333335
25-20,25-2053.00,"Special Education Teachers, Middle School",6781,verbal,4.666666666666667,3.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6782,manual,2.5,1.5
25-20,25-2053.00,"Special Education Teachers, Middle School",6782,math,3.0,2.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6782,social,4.75,3.625
25-20,25-2053.00,"Special Education Teachers, Middle School",6782,technical,3.6666666666666665,2.5
25-20,25-2053.00,"Special Education Teachers, Middle School",6782,verbal,5.0,4.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6783,manual,2.25,1.5
25-20,25-2053.00,"Special Education Teachers, Middle School",6783,math,4.0,2.0
25-20,25-2053.00,"Special Education Teachers, Middle School",6783,social,4.375,3.375
25-20,25-2053.00,"Special Education Teachers, Middle School",6783,technical,3.1666666666666665,2.25
25-20,25-2053.00,"Special Education Teachers, Middle School",6783,verbal,5.0,3.3333333333333335
25-20,25-2054.00,"Special Education Teachers, Secondary School",6784,manual,2.0,2.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6784,math,4.0,2.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6784,social,3.625,2.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6784,technical,3.4166666666666665,2.25
25-20,25-2054.00,"Special Education Teachers, Secondary School",6784,verbal,4.0,3.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6785,manual,2.25,1.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6785,math,4.0,2.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6785,social,4.875,3.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6785,technical,3.8333333333333335,3.1666666666666665
25-20,25-2054.00,"Special Education Teachers, Secondary School",6785,verbal,5.0,4.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6786,manual,2.75,1.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6786,math,4.0,2.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6786,social,3.75,2.625
25-20,25-2054.00,"Special Education Teachers, Secondary School",6786,technical,2.75,2.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6786,verbal,4.0,2.6666666666666665
25-20,25-2054.00,"Special Education Teachers, Secondary School",6787,manual,1.75,1.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6787,math,2.0,1.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6787,social,4.25,3.25
25-20,25-2054.00,"Special Education Teachers, Secondary School",6787,technical,3.4166666666666665,2.4166666666666665
25-20,25-2054.00,"Special Education Teachers, Secondary School",6787,verbal,5.0,3.3333333333333335
25-20,25-2054.00,"Special Education Teachers, Secondary School",6788,manual,1.75,1.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6788,math,4.0,3.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6788,social,5.0,3.875
25-20,25-2054.00,"Special Education Teachers, Secondary School",6788,technical,3.6666666666666665,2.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6788,verbal,5.0,4.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6789,manual,2.5,2.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6789,math,5.0,4.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6789,social,4.75,3.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6789,technical,4.0,2.8333333333333335
25-20,25-2054.00,"Special Education Teachers, Secondary School",6789,verbal,5.0,4.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6790,manual,2.5,2.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6790,math,4.0,3.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6790,social,4.5,3.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6790,technical,3.8333333333333335,3.1666666666666665
25-20,25-2054.00,"Special Education Teachers, Secondary School",6790,verbal,5.333333333333333,3.6666666666666665
25-20,25-2054.00,"Special Education Teachers, Secondary School",6791,manual,2.75,1.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6791,math,3.0,2.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6791,social,4.375,3.375
25-20,25-2054.00,"Special Education Teachers, Secondary School",6791,technical,3.8333333333333335,2.5833333333333335
25-20,25-2054.00,"Special Education Teachers, Secondary School",6791,verbal,5.0,3.6666666666666665
25-20,25-2054.00,"Special Education Teachers, Secondary School",6792,manual,2.0,1.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6792,math,2.0,1.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6792,social,4.75,3.625
25-20,25-2054.00,"Special Education Teachers, Secondary School",6792,technical,3.25,2.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6792,verbal,5.0,4.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6793,manual,2.25,2.25
25-20,25-2054.00,"Special Education Teachers, Secondary School",6793,math,4.0,3.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6793,social,4.375,3.375
25-20,25-2054.00,"Special Education Teachers, Secondary School",6793,technical,3.5,2.6666666666666665
25-20,25-2054.00,"Special Education Teachers, Secondary School",6793,verbal,5.0,3.6666666666666665
25-20,25-2054.00,"Special Education Teachers, Secondary School",6794,manual,1.75,1.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6794,math,1.0,1.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6794,social,4.0,2.875
25-20,25-2054.00,"Special Education Teachers, Secondary School",6794,technical,3.25,2.3333333333333335
25-20,25-2054.00,"Special Education Teachers, Secondary School",6794,verbal,4.333333333333333,3.3333333333333335
25-20,25-2054.00,"Special Education Teachers, Secondary School",6795,manual,2.5,2.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6795,math,4.0,3.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6795,social,5.0,4.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6795,technical,4.0,3.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6795,verbal,5.333333333333333,4.333333333333333
25-20,25-2054.00,"Special Education Teachers, Secondary School",6796,manual,2.5,2.25
25-20,25-2054.00,"Special Education Teachers, Secondary School",6796,math,4.0,2.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6796,social,5.0,3.875
25-20,25-2054.00,"Special Education Teachers, Secondary School",6796,technical,4.083333333333333,2.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6796,verbal,5.0,4.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6797,manual,2.0,1.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6797,math,4.0,3.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6797,social,4.375,3.125
25-20,25-2054.00,"Special Education Teachers, Secondary School",6797,technical,3.1666666666666665,2.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6797,verbal,4.666666666666667,3.6666666666666665
25-20,25-2054.00,"Special Education Teachers, Secondary School",6798,manual,1.75,1.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6798,math,3.0,2.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6798,social,4.875,3.875
25-20,25-2054.00,"Special Education Teachers, Secondary School",6798,technical,3.0,2.25
25-20,25-2054.00,"Special Education Teachers, Secondary School",6798,verbal,4.666666666666667,3.6666666666666665
25-20,25-2054.00,"Special Education Teachers, Secondary School",6799,manual,1.75,1.25
25-20,25-2054.00,"Special Education Teachers, Secondary School",6799,math,4.0,3.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6799,social,4.75,3.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6799,technical,3.1666666666666665,2.0833333333333335
25-20,25-2054.00,"Special Education Teachers, Secondary School",6799,verbal,5.0,3.6666666666666665
25-20,25-2054.00,"Special Education Teachers, Secondary School",6800,manual,2.0,1.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6800,math,4.0,3.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6800,social,4.25,3.375
25-20,25-2054.00,"Special Education Teachers, Secondary School",6800,technical,3.5,2.8333333333333335
25-20,25-2054.00,"Special Education Teachers, Secondary School",6800,verbal,5.0,4.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6801,manual,1.75,1.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6801,math,4.0,3.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6801,social,4.75,3.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6801,technical,4.0,2.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6801,verbal,5.0,3.6666666666666665
25-20,25-2054.00,"Special Education Teachers, Secondary School",6802,manual,2.0,1.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6802,math,4.0,3.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6802,social,4.0,2.875
25-20,25-2054.00,"Special Education Teachers, Secondary School",6802,technical,3.8333333333333335,3.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6802,verbal,5.0,3.6666666666666665
25-20,25-2054.00,"Special Education Teachers, Secondary School",6803,manual,1.75,1.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6803,math,4.0,2.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6803,social,4.625,3.625
25-20,25-2054.00,"Special Education Teachers, Secondary School",6803,technical,3.8333333333333335,3.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6803,verbal,5.0,3.6666666666666665
25-20,25-2054.00,"Special Education Teachers, Secondary School",6804,manual,2.25,2.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6804,math,5.0,3.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6804,social,4.125,2.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6804,technical,3.6666666666666665,2.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6804,verbal,5.0,3.6666666666666665
25-20,25-2054.00,"Special Education Teachers, Secondary School",6805,manual,2.25,1.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6805,math,3.0,2.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6805,social,4.5,3.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6805,technical,3.3333333333333335,2.3333333333333335
25-20,25-2054.00,"Special Education Teachers, Secondary School",6805,verbal,5.0,3.3333333333333335
25-20,25-2054.00,"Special Education Teachers, Secondary School",6806,manual,2.0,1.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6806,math,3.0,2.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6806,social,4.5,3.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6806,technical,3.0,2.5833333333333335
25-20,25-2054.00,"Special Education Teachers, Secondary School",6806,verbal,5.0,3.6666666666666665
25-20,25-2054.00,"Special Education Teachers, Secondary School",6807,manual,2.75,2.25
25-20,25-2054.00,"Special Education Teachers, Secondary School",6807,math,4.0,3.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6807,social,4.25,3.125
25-20,25-2054.00,"Special Education Teachers, Secondary School",6807,technical,3.8333333333333335,2.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6807,verbal,5.0,3.6666666666666665
25-20,25-2054.00,"Special Education Teachers, Secondary School",6808,manual,1.75,1.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6808,math,4.0,2.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6808,social,4.125,3.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6808,technical,3.75,2.4166666666666665
25-20,25-2054.00,"Special Education Teachers, Secondary School",6808,verbal,5.0,4.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6809,manual,2.25,1.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6809,math,3.0,2.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6809,social,4.25,3.125
25-20,25-2054.00,"Special Education Teachers, Secondary School",6809,technical,3.25,2.25
25-20,25-2054.00,"Special Education Teachers, Secondary School",6809,verbal,4.333333333333333,3.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6810,manual,3.0,1.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6810,math,3.0,2.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6810,social,4.0,3.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6810,technical,3.0833333333333335,2.25
25-20,25-2054.00,"Special Education Teachers, Secondary School",6810,verbal,4.666666666666667,3.3333333333333335
25-20,25-2054.00,"Special Education Teachers, Secondary School",6811,manual,4.5,2.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6811,math,3.0,2.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6811,social,3.875,2.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6811,technical,3.3333333333333335,2.3333333333333335
25-20,25-2054.00,"Special Education Teachers, Secondary School",6811,verbal,4.666666666666667,3.3333333333333335
25-20,25-2054.00,"Special Education Teachers, Secondary School",6812,manual,2.25,2.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6812,math,5.0,3.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6812,social,4.25,3.125
25-20,25-2054.00,"Special Education Teachers, Secondary School",6812,technical,4.0,3.25
25-20,25-2054.00,"Special Education Teachers, Secondary School",6812,verbal,5.333333333333333,4.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6813,manual,2.0,1.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6813,math,5.0,4.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6813,social,4.75,3.625
25-20,25-2054.00,"Special Education Teachers, Secondary School",6813,technical,4.083333333333333,3.0833333333333335
25-20,25-2054.00,"Special Education Teachers, Secondary School",6813,verbal,5.0,4.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6814,manual,2.75,2.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6814,math,3.0,2.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6814,social,3.875,2.875
25-20,25-2054.00,"Special Education Teachers, Secondary School",6814,technical,3.3333333333333335,2.3333333333333335
25-20,25-2054.00,"Special Education Teachers, Secondary School",6814,verbal,4.333333333333333,3.3333333333333335
25-20,25-2054.00,"Special Education Teachers, Secondary School",6815,manual,2.0,1.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6815,math,2.0,1.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6815,social,3.625,2.625
25-20,25-2054.00,"Special Education Teachers, Secondary School",6815,technical,2.5833333333333335,1.9166666666666667
25-20,25-2054.00,"Special Education Teachers, Secondary School",6815,verbal,4.666666666666667,3.6666666666666665
25-20,25-2054.00,"Special Education Teachers, Secondary School",6816,manual,2.0,1.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6816,math,4.0,3.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6816,social,4.625,3.625
25-20,25-2054.00,"Special Education Teachers, Secondary School",6816,technical,3.75,2.5833333333333335
25-20,25-2054.00,"Special Education Teachers, Secondary School",6816,verbal,5.0,4.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6817,manual,1.75,1.25
25-20,25-2054.00,"Special Education Teachers, Secondary School",6817,math,2.0,1.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6817,social,3.875,2.875
25-20,25-2054.00,"Special Education Teachers, Secondary School",6817,technical,1.9166666666666667,1.6666666666666667
25-20,25-2054.00,"Special Education Teachers, Secondary School",6817,verbal,4.666666666666667,3.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6818,manual,2.5,1.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6818,math,4.0,2.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6818,social,4.0,2.875
25-20,25-2054.00,"Special Education Teachers, Secondary School",6818,technical,2.9166666666666665,2.1666666666666665
25-20,25-2054.00,"Special Education Teachers, Secondary School",6818,verbal,3.6666666666666665,2.3333333333333335
25-20,25-2054.00,"Special Education Teachers, Secondary School",6819,manual,2.0,1.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6819,math,2.0,1.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6819,social,3.375,2.375
25-20,25-2054.00,"Special Education Teachers, Secondary School",6819,technical,2.0833333333333335,1.4166666666666667
25-20,25-2054.00,"Special Education Teachers, Secondary School",6819,verbal,3.3333333333333335,2.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6820,manual,4.25,2.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6820,math,4.0,2.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6820,social,4.5,3.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6820,technical,3.75,2.5833333333333335
25-20,25-2054.00,"Special Education Teachers, Secondary School",6820,verbal,4.333333333333333,3.3333333333333335
25-20,25-2054.00,"Special Education Teachers, Secondary School",6821,manual,2.75,1.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6821,math,4.0,3.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6821,social,4.625,3.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6821,technical,3.9166666666666665,2.9166666666666665
25-20,25-2054.00,"Special Education Teachers, Secondary School",6821,verbal,5.0,4.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6822,manual,3.75,2.5
25-20,25-2054.00,"Special Education Teachers, Secondary School",6822,math,3.0,2.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6822,social,4.375,3.125
25-20,25-2054.00,"Special Education Teachers, Secondary School",6822,technical,3.9166666666666665,2.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6822,verbal,5.0,4.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6823,manual,2.0,1.75
25-20,25-2054.00,"Special Education Teachers, Secondary School",6823,math,3.0,2.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6823,social,4.25,3.0
25-20,25-2054.00,"Special Education Teachers, Secondary School",6823,technical,3.4166666666666665,2.25
25-20,25-2054.00,"Special Education Teachers, Secondary School",6823,verbal,4.333333333333333,3.0
25-20,25-2059.01,Adapted Physical Education Specialists,17000,manual,1.75,1.75
25-20,25-2059.01,Adapted Physical Education Specialists,17000,math,4.0,2.0
25-20,25-2059.01,Adapted Physical Education Specialists,17000,social,4.375,3.25
25-20,25-2059.01,Adapted Physical Education Specialists,17000,technical,4.083333333333333,2.9166666666666665
25-20,25-2059.01,Adapted Physical Education Specialists,17000,verbal,5.0,4.0
25-20,25-2059.01,Adapted Physical Education Specialists,17001,manual,2.75,2.0
25-20,25-2059.01,Adapted Physical Education Specialists,17001,math,4.0,2.0
25-20,25-2059.01,Adapted Physical Education Specialists,17001,social,3.5,2.375
25-20,25-2059.01,Adapted Physical Education Specialists,17001,technical,2.8333333333333335,2.0
25-20,25-2059.01,Adapted Physical Education Specialists,17001,verbal,3.6666666666666665,2.0
25-20,25-2059.01,Adapted Physical Education Specialists,17002,manual,2.0,1.75
25-20,25-2059.01,Adapted Physical Education Specialists,17002,math,4.0,2.0
25-20,25-2059.01,Adapted Physical Education Specialists,17002,social,4.0,2.875
25-20,25-2059.01,Adapted Physical Education Specialists,17002,technical,3.5,2.4166666666666665
25-20,25-2059.01,Adapted Physical Education Specialists,17002,verbal,4.333333333333333,3.0
25-20,25-2059.01,Adapted Physical Education Specialists,17003,manual,2.0,1.5
25-20,25-2059.01,Adapted Physical Education Specialists,17003,math,1.0,1.0
25-20,25-2059.01,Adapted Physical Education Specialists,17003,social,3.0,2.375
25-20,25-2059.01,Adapted Physical Education Specialists,17003,technical,2.4166666666666665,1.75
25-20,25-2059.01,Adapted Physical Education Specialists,17003,verbal,4.333333333333333,3.3333333333333335
25-20,25-2059.01,Adapted Physical Education Specialists,17004,manual,2.25,1.75
25-20,25-2059.01,Adapted Physical Education Specialists,17004,math,4.0,3.0
25-20,25-2059.01,Adapted Physical Education Specialists,17004,social,4.75,3.75
25-20,25-2059.01,Adapted Physical Education Specialists,17004,technical,3.8333333333333335,2.75
25-20,25-2059.01,Adapted Physical Education Specialists,17004,verbal,4.666666666666667,3.6666666666666665
25-20,25-2059.01,Adapted Physical Education Specialists,17005,manual,1.5,1.25
25-20,25-2059.01,Adapted Physical Education Specialists,17005,math,2.0,1.0
25-20,25-2059.01,Adapted Physical Education Specialists,17005,social,3.5,2.5
25-20,25-2059.01,Adapted Physical Education Specialists,17005,technical,2.0833333333333335,1.5833333333333333
25-20,25-2059.01,Adapted Physical Education Specialists,17005,verbal,4.333333333333333,3.0
25-20,25-2059.01,Adapted Physical Education Specialists,17006,manual,3.25,2.5
25-20,25-2059.01,Adapted Physical Education Specialists,17006,math,4.0,3.0
25-20,25-2059.01,Adapted Physical Education Specialists,17006,social,4.375,3.375
25-20,25-2059.01,Adapted Physical Education Specialists,17006,technical,4.083333333333333,3.0833333333333335
25-20,25-2059.01,Adapted Physical Education Specialists,17006,verbal,4.666666666666667,3.6666666666666665
25-20,25-2059.01,Adapted Physical Education Specialists,17007,manual,2.25,1.75
25-20,25-2059.01,Adapted Physical Education Specialists,17007,math,4.0,3.0
25-20,25-2059.01,Adapted Physical Education Specialists,17007,social,4.5,3.375
25-20,25-2059.01,Adapted Physical Education Specialists,17007,technical,3.75,2.5
25-20,25-2059.01,Adapted Physical Education Specialists,17007,verbal,4.666666666666667,3.6666666666666665
25-20,25-2059.01,Adapted Physical Education Specialists,17008,manual,2.75,2.0
25-20,25-2059.01,Adapted Physical Education Specialists,17008,math,4.0,2.0
25-20,25-2059.01,Adapted Physical Education Specialists,17008,social,3.125,2.25
25-20,25-2059.01,Adapted Physical Education Specialists,17008,technical,3.0833333333333335,2.1666666666666665
